ab｜복근,종류,수준
I feel really hopeful that the best parts of this story are ahead.｜이 이야기의 가장 좋은 부분들이 앞에 있다고 정말 희망적이에요.,문장,상
I feel really lucky to be where I am right now in life.｜지금 삶에서 있는 곳에 있게 되어 정말 운이 좋아요.,문장,상
I feel really proud of how I am showing up for myself lately.｜최근에 나 자신을 위해 나타나는 방식이 정말 자랑스러워요.,문장,상
I feel really seen and understood when I talk to you like this.｜이렇게 당신과 이야기할 때 정말 보이고 이해받는 느낌이에요.,문장,상
I feel so alive when I am fully engaged in something I love.｜좋아하는 것에 완전히 몰입할 때 정말 살아있는 느낌이에요.,문장,상
I feel so at peace every time I choose love over anything else.｜다른 어떤 것보다 사랑을 선택할 때마다 정말 평화로워요.,문장,상
I feel so blessed every single time someone chooses to show up for me.｜누군가 나를 위해 나타나기로 선택할 때마다 정말 축복받은 느낌이에요.,문장,상
I feel so blessed to have found my people in this life.｜이 삶에서 내 사람들을 찾게 되어 정말 축복받은 느낌이에요.,문장,상
I feel so cared for when someone asks how I am really doing.｜누군가 내가 정말 어떻게 지내는지 물을 때 정말 배려받는 느낌이에요.,문장,상
I feel so complete and whole when I am with the right people.｜올바른 사람들과 함께 있을 때 정말 완전하고 완전한 느낌이에요.,문장,상
I feel so complete when I am surrounded by people who truly know me.｜나를 진정으로 아는 사람들로 둘러싸였을 때 정말 완전하게 느껴져요.,문장,상
I feel so content when I choose presence over perfection each day.｜매일 완벽보다 현재를 선택할 때 정말 만족스러워요.,문장,상
I feel so energized after a real and honest conversation with someone.｜누군가와 진짜이고 솔직한 대화 후 정말 활력이 넘쳐요.,문장,상
I feel so fortunate to have people in my life who really care.｜진짜 신경 써주는 사람들이 삶에 있어서 정말 운이 좋아요.,문장,상
I feel so good when I help someone who truly needs it.｜진정으로 필요한 누군가를 도울 때 정말 기분이 좋아요.,문장,상
I feel so good whenever I manage to do something kind for someone.｜누군가를 위해 친절한 것을 할 때마다 정말 기분이 좋아요.,문장,상
I feel so grateful for every experience that has helped me grow.｜성장하는 데 도움이 된 모든 경험에 정말 감사해요.,문장,상
I feel so grateful to have people in my life who genuinely care.｜진심으로 신경 써주는 사람들이 삶에 있어서 정말 감사해요.,문장,상
I feel so grateful when people show up for me without asking.｜누군가 요청하지 않고 나를 위해 나타날 때 정말 감사해요.,문장,상
I feel so grounded when I prioritize the things and people I love most.｜가장 사랑하는 것들과 사람들을 우선시할 때 정말 안정된 느낌이에요.,문장,상
I feel so grounded when I take things one step at a time.｜한 번에 한 걸음씩 받아들일 때 정말 안정된 느낌이에요.,문장,상
I feel so happy when I know I made someone smile today.｜오늘 누군가 미소 짓게 했다는 것을 알 때 정말 행복해요.,문장,상
I feel so happy when the people I love are doing really well.｜사랑하는 사람들이 정말 잘 지내면 정말 행복해요.,문장,상
I feel so honored every time someone chooses to love me freely.｜누군가 자유롭게 나를 사랑하기로 선택할 때마다 정말 영광스러워요.,문장,상
I feel so hopeful when I see people choosing love over fear.｜사람들이 두려움보다 사랑을 선택하는 것을 볼 때 정말 희망적이에요.,문장,상
I feel so inspired by people who keep going despite everything around them.｜모든 것에도 불구하고 계속 나아가는 사람들에게 정말 영감을 받아요.,문장,상
I feel so inspired when I see someone live with such purpose.｜누군가 그런 목적을 갖고 사는 것을 볼 때 정말 영감을 받아요.,문장,상
I feel so loved when someone thinks of me without any reason at all.｜아무 이유 없이 누군가 나를 생각할 때 정말 사랑받는 느낌이에요.,문장,상
I feel so loved whenever the right people choose to show up.｜올바른 사람들이 나타나기로 선택할 때마다 정말 사랑받는 느낌이에요.,문장,상
I feel so lucky every time I realize the people I have.｜가진 사람들을 깨달을 때마다 정말 운이 좋아요.,문장,상
I feel so lucky to have people who actually show up for me.｜실제로 나를 위해 나타나는 사람들이 있어서 정말 운이 좋아요.,문장,상
I feel so much better now that I got that off my chest.｜그것을 털어내고 나니 이제 훨씬 기분이 좋아요.,문장,상
I feel so much better now that we have talked things through.｜이야기를 나누고 나니 이제 훨씬 기분이 좋아요.,문장,상
I feel so much better when I choose connection over isolation every single time.｜매번 고립보다 연결을 선택할 때 훨씬 기분이 좋아요.,문장,상
I feel so much better when I know someone is thinking of me.｜누군가 나를 생각하고 있다는 것을 알면 훨씬 기분이 좋아요.,문장,상
I feel so much calmer when I take time to breathe each morning.｜매일 아침 숨을 쉬는 시간을 가질 때 훨씬 더 차분해요.,문장,상
I feel so much lighter every time I let someone in fully.｜누군가를 완전히 받아들일 때마다 훨씬 가벼운 느낌이에요.,문장,상
I feel so much lighter now that I have shared this with you.｜당신과 이것을 나누고 나니 훨씬 가벼운 느낌이에요.,문장,상
I feel so much lighter whenever I let people truly help me.｜사람들이 진정으로 나를 도울 때마다 훨씬 가벼운 느낌이에요.,문장,상
I feel so much more alive since I started choosing presence over distraction daily.｜매일 산만함보다 현재에 있기로 선택하기 시작한 이후로 훨씬 더 살아있는 느낌이에요.,문장,상
I feel so much more alive since I started letting the right things in.｜올바른 것들을 받아들이기 시작한 이후로 훨씬 더 생동감을 느껴요.,문장,상
I feel so much more alive when I choose love over fear always.｜항상 두려움보다 사랑을 선택할 때 훨씬 더 살아있는 느낌이에요.,문장,상
I feel so much more at home in my own skin these days honestly.｜솔직히 요즘 내 모습에서 훨씬 더 편안해요.,문장,상
I feel so much more at peace since I started setting healthy boundaries.｜건강한 경계를 설정하기 시작한 이후로 훨씬 더 평화롭게 느껴져요.,문장,상
I feel so much more hopeful since I started choosing gratitude each day.｜매일 감사를 선택하기 시작한 이후로 훨씬 더 희망적이에요.,문장,상
I feel so much more hopeful when I am around good people.｜좋은 사람들 주변에 있을 때 훨씬 더 희망적이에요.,문장,상
I feel so much more myself now than I did just a year ago.｜불과 1년 전보다 지금 훨씬 더 자신답게 느껴져요.,문장,상
I feel so much more rested since I started taking sleep more seriously lately.｜최근에 수면을 더 진지하게 생각하기 시작한 이후로 훨씬 더 잘 쉬어요.,문장,상
I feel so much stronger when I remember I do not face things alone.｜혼자 직면하지 않는다는 것을 기억할 때 훨씬 강하게 느껴져요.,문장,상
I feel so proud every time I choose growth over comfort always.｜항상 편안함보다 성장을 선택할 때마다 정말 자랑스러워요.,문장,상
I feel so settled and at peace in a way I rarely do.｜거의 없는 방식으로 정말 안정되고 평화롭게 느껴져요.,문장,상
I feel so supported whenever someone checks in on me unexpectedly today.｜오늘 누군가 예상치 못하게 나를 확인할 때마다 정말 지지받는 느낌이에요.,문장,상
I feel so thankful for all the quiet and ordinary moments in life.｜삶의 모든 조용하고 평범한 순간들에 정말 감사해요.,문장,상
I feel so whole when I am around the people who know me.｜나를 아는 사람들 주변에 있을 때 정말 완전하게 느껴져요.,문장,상
I feel so whole when I choose to lead with love today.｜오늘 사랑으로 이끌기로 선택할 때 정말 완전하게 느껴져요.,문장,상
I feel such deep gratitude for everyone who stayed through my hard seasons.｜힘든 계절들을 통해 머문 모든 사람에게 정말 깊은 감사를 느껴요.,문장,상
I feel the most myself when I am doing something that genuinely matters.｜진정으로 중요한 것을 할 때 가장 자신답게 느껴져요.,문장,상
I finally cleaned out my room and it feels so much better.｜드디어 방을 청소했는데 훨씬 기분이 좋아요.,문장,상
I finally got the job I always wanted and I am so excited.｜항상 원하던 직업을 드디어 얻었고 너무 설레요.,문장,상
I find so much comfort in a good morning routine before the day begins.｜하루가 시작되기 전의 좋은 아침 루틴에서 정말 많은 위안을 찾아요.,문장,상
I find that the more I give the more I seem to receive back.｜더 줄수록 더 많이 받는 것 같다는 것을 알아요.,문장,상
I genuinely believe love expressed freely and often is the greatest thing.｜자유롭게 그리고 자주 표현된 사랑이 가장 훌륭한 것이라고 진심으로 믿어요.,문장,상
I genuinely believe that good things are still on the way for us both.｜좋은 것들이 우리 둘 모두에게 아직 오고 있다고 진심으로 믿어요.,문장,상
I genuinely believe that love shown in small ways is the most lasting kind.｜작은 방식으로 보인 사랑이 가장 지속적인 종류라고 진심으로 믿어요.,문장,상
I genuinely believe that the world is better because you are in it.｜당신이 세상에 있기 때문에 세상이 더 낫다고 진심으로 믿어요.,문장,상
I had no idea how much I needed this conversation until we started talking.｜이야기를 시작할 때까지 이 대화가 얼마나 필요한지 몰랐어요.,문장,상
I had such a good time today that I almost forgot my worries.｜오늘 정말 즐거운 시간을 보내서 걱정을 거의 잊어버렸어요.,문장,상
I had the most wonderful time last night and it reminded me of us.｜어젯밤에 정말 멋진 시간을 보냈고 우리를 생각나게 해줬어요.,문장,상
I have always admired the way you handle hard situations so calmly.｜당신이 어려운 상황을 그렇게 침착하게 처리하는 방식을 항상 존경했어요.,문장,상
I have always believed that kindness is the most important thing always.｜친절이 항상 가장 중요한 것이라고 항상 믿어왔어요.,문장,상
I have always felt so comfortable being myself whenever I am around you.｜당신 주변에 있을 때마다 항상 자신답게 있는 것이 정말 편안했어요.,문장,상
I have been choosing peace over perfection and it is working so well.｜완벽보다 평화를 선택하고 있는데 정말 잘 되고 있어요.,문장,상
I have been choosing rest over guilt and it has changed everything for me.｜죄책감보다 휴식을 선택하고 있는데 나에게 모든 것을 바꿨어요.,문장,상
I have been choosing to focus on what I can control and it helps.｜통제할 수 있는 것에 집중하기로 선택하고 있는데 도움이 돼요.,문장,상
I have been choosing to see obstacles as redirections rather than dead ends always.｜항상 장애물을 막다른 길이 아닌 방향 전환으로 보기로 선택하고 있어요.,문장,상
I have been choosing words more carefully and it is changing so much.｜말을 더 신중하게 선택하고 있는데 정말 많이 바뀌고 있어요.,문장,상
I have been feeling a lot more at peace with myself lately.｜요즘 나 자신과 훨씬 더 평화롭게 느껴지고 있어요.,문장,상
I have been feeling much better since I started sleeping earlier.｜일찍 자기 시작한 이후로 훨씬 기분이 좋아졌어요.,문장,상
I have been focusing on gratitude each morning and it really does help me.｜매일 아침 감사에 집중하고 있는데 정말 나에게 도움이 돼요.,문장,상
I have been focusing on quality over quantity in all my relationships lately.｜최근에 모든 관계에서 양보다 질에 집중하고 있어요.,문장,상
I have been going to bed earlier and already feel so much better.｜더 일찍 자고 있는데 이미 훨씬 기분이 좋아요.,문장,상
I have been grateful every single day for the people who chose to stay.｜머물기로 선택한 사람들에게 매일 감사해요.,문장,상
I have been learning to hold space for my own feelings without judgment lately.｜최근에 판단 없이 내 감정을 위한 공간을 만드는 것을 배우고 있어요.,문장,상
I have been learning to speak to myself with so much more kindness.｜훨씬 더 많은 친절함으로 자신에게 말하는 것을 배우고 있어요.,문장,상
I have been learning to value consistency over intensity in all of my relationships.｜모든 관계에서 강도보다 꾸준함을 소중히 여기는 것을 배우고 있어요.,문장,상
I have been making a point of saying the kind things I am thinking.｜생각하는 친절한 것들을 말하는 것을 중요하게 생각하고 있어요.,문장,상
I have been making more of an effort to reach out to old friends.｜오래된 친구들에게 연락하려는 더 많은 노력을 하고 있어요.,문장,상
I have been making more time for myself and it really does help.｜나 자신을 위한 더 많은 시간을 만들고 있는데 정말 도움이 돼요.,문장,상
I have been meaning to reach out to you for several weeks.｜몇 주째 연락하려고 했어요.,문장,상
I have been noticing how much better I feel when I move my body.｜몸을 움직일 때 기분이 얼마나 좋아지는지 알아채고 있어요.,문장,상
I have been practicing letting people love me instead of deflecting their care away.｜배려를 외면하는 대신 사람들이 나를 사랑하게 두는 것을 연습하고 있어요.,문장,상
I have been prioritizing sleep more and it has made a real difference.｜수면을 더 우선시하고 있는데 실제로 차이를 만들었어요.,문장,상
I have been putting more intention behind how I choose to spend my days.｜내 하루들을 어떻게 보낼지 선택하는 방식에 더 많은 의도를 갖고 있어요.,문장,상
I have been putting my phone away before bed and sleep much better.｜자기 전에 폰을 내려놓고 있는데 훨씬 잘 자요.,문장,상
I have been putting off this conversation for too long and it is time.｜이 대화를 너무 오래 미뤄왔고 이제 할 때가 됐어요.,문장,상
I have been spending more time outdoors and it always resets me completely.｜밖에서 더 많은 시간을 보내고 있는데 항상 완전히 리셋돼요.,문장,상
I have been thinking about this for a very long time.｜이것에 대해 정말 오랫동안 생각해왔어요.,문장,상
I have been trying hard to stay positive and it is working lately.｜긍정적으로 있으려고 열심히 노력하고 있는데 요즘 효과가 있어요.,문장,상
I have been trying my best to stay positive through all of this.｜이 모든 것을 통해 긍정적으로 있으려고 최선을 다하고 있어요.,문장,상
I have been trying to drink more water and it really helps.｜물을 더 많이 마시려고 노력하고 있는데 정말 도움이 돼요.,문장,상
I have been trying to respond rather than react in difficult moments lately.｜최근에 어려운 순간에 반응하는 대신 응답하려고 노력하고 있어요.,문장,상
I have been trying to take things one day at a time lately.｜요즘 하루하루 하나씩 받아들이려고 노력하고 있어요.,문장,상
I have been trying to worry less about things I simply cannot control.｜그냥 통제할 수 없는 것들에 대해 덜 걱정하려고 노력하고 있어요.,문장,상
I have been waking up a little earlier and the mornings feel amazing.｜조금 더 일찍 일어나고 있는데 아침이 정말 좋아요.,문장,상
I have been waking up earlier and the mornings feel so peaceful now.｜더 일찍 일어나고 있는데 이제 아침이 정말 평화로워요.,문장,상
I have been working on being a more open and honest version of myself.｜더 열리고 솔직한 자신의 버전이 되는 것을 노력하고 있어요.,문장,상
I have been working on not shrinking myself to fit other people's comfort zones.｜다른 사람들의 편안한 구역에 맞추기 위해 자신을 줄이지 않는 것을 노력하고 있어요.,문장,상
I have been working on this project every day this week.｜이번 주에 매일 이 프로젝트를 진행해왔어요.,문장,상
I have decided that starting today I am going to try to stay positive.｜오늘부터 긍정적으로 있으려고 노력하기로 결정했어요.,문장,상
I have finally started saying no more often and it feels so freeing.｜더 자주 아니오라고 하기 시작했는데 정말 자유로운 느낌이에요.,문장,상
I have learned that rest is something you earn not something you owe.｜휴식은 버는 것이 아니라 자신에게 빚진 것이 아니라는 것을 배웠어요.,문장,상
I have noticed that I feel much better when I spend time outside.｜밖에서 시간을 보낼 때 훨씬 더 기분이 좋다는 것을 알아챘어요.,문장,상
I have noticed that I feel much happier when I spend time outside.｜밖에서 시간을 보낼 때 훨씬 더 행복하다는 것을 알아챘어요.,문장,상
I have realized that showing up is more than half the battle always.｜나타나는 것이 항상 절반 이상의 전투라는 것을 깨달았어요.,문장,상
I have realized that the people who stay are worth so much more.｜곁에 있는 사람들이 훨씬 더 가치 있다는 것을 깨달았어요.,문장,상
I have realized that the quality of my days depends on my mindset mostly.｜하루의 질이 주로 마음가짐에 달려 있다는 것을 깨달았어요.,문장,상
I have started being more intentional about expressing gratitude out loud daily.｜매일 소리 내어 감사를 표현하는 것에 대해 더 의도적이 되기 시작했어요.,문장,상
I have started making more intentional choices about where I put my precious energy.｜소중한 에너지를 어디에 두는지에 대해 더 의도적인 선택을 하기 시작했어요.,문장,상
I have started paying attention to what drains me and what restores me.｜나를 소모시키는 것과 회복시키는 것에 주의를 기울이기 시작했어요.,문장,상
I have started paying more attention to the small joys in my everyday life.｜일상의 작은 기쁨들에 더 주의를 기울이기 시작했어요.,문장,상
I have started saying I love you more and it feels so right.｜사랑해요라고 더 많이 말하기 시작했는데 정말 맞는 느낌이에요.,문장,상
I have started writing in a journal every night before going to sleep.｜매일 밤 자기 전에 일기를 쓰기 시작했어요.,문장,상
I honestly did not expect things to turn out this well at all.｜솔직히 일이 이렇게 잘 될 줄 전혀 예상하지 못했어요.,문장,상
I honestly think the most courageous thing is to be completely open about yourself.｜솔직히 가장 용감한 것은 자신에 대해 완전히 열리는 거라고 생각해요.,문장,상
I hope every day you wake up knowing you are deeply loved always.｜매일 항상 깊이 사랑받는다는 것을 알고 일어나기를 바라요.,문장,상
I hope that today has been a little bit kinder to you honestly.｜솔직히 오늘이 당신에게 조금 더 친절했기를 바라요.,문장,상
I hope that today you feel proud of everything you have overcome.｜오늘 극복한 모든 것에 대해 자랑스럽게 느끼기를 바라요.,문장,상
I hope that today you know that you are deeply loved always.｜오늘 항상 깊이 사랑받는다는 것을 알기를 바라요.,문장,상
I hope that you feel as loved today as you truly deserve.｜오늘 진정으로 받을 자격이 있는 만큼 사랑받는다고 느끼기를 바라요.,문장,상
I hope that you know just how much you are cared for always.｜항상 얼마나 많이 아낌받는지 알았으면 해요.,문장,상
I hope the people I love know how often I think about them.｜내가 사랑하는 사람들이 얼마나 자주 그들을 생각하는지 알기를 바라요.,문장,상
I hope the rest of your week is kind and full of good things.｜이번 주 나머지가 친절하고 좋은 것들로 가득하기를 바라요.,문장,상
I hope this message finds you well and that you are taking care.｜이 메시지가 당신을 잘 찾아가고 잘 돌보고 있기를 바라요.,문장,상
I hope today gives you a reason to feel really good about yourself.｜오늘 자신에 대해 정말 기분 좋게 느낄 이유를 주기를 바라요.,문장,상
I hope today is filled with moments that remind you of your worth.｜오늘이 당신의 가치를 상기시켜주는 순간들로 가득하기를 바라요.,문장,상
I hope we never stop making time for the conversations that truly matter.｜진정으로 중요한 대화를 위한 시간을 만드는 것을 절대 멈추지 않기를 바라요.,문장,상
I hope you always feel the love that the people around you have.｜주변 사람들이 갖고 있는 사랑을 항상 느끼기를 바라요.,문장,상
I hope you always find your way back to what matters most.｜항상 가장 중요한 것으로 돌아오는 길을 찾기를 바라요.,문장,상
I hope you always know how deeply you are loved by everyone.｜모든 사람에게 얼마나 깊이 사랑받는지 항상 알았으면 해요.,문장,상
I hope you always know that reaching out to me is always welcome.｜나에게 연락하는 것이 항상 환영이라는 것을 항상 알았으면 해요.,문장,상
I hope you always know the difference you make in people's lives.｜당신이 사람들의 삶에서 만드는 차이를 항상 알기를 바라요.,문장,상
I hope you can feel how proud I am of you today.｜오늘 당신에 대해 내가 얼마나 자랑스러운지 느낄 수 있기를 바라요.,문장,상
I hope you feel as supported and valued as you truly deserve.｜진정으로 받을 자격이 있는 만큼 지지받고 소중히 여겨지기를 바라요.,문장,상
I hope you give yourself permission to rest without feeling guilty about it.｜죄책감 없이 쉬는 것을 스스로에게 허락하기를 바라요.,문장,상
I hope you know just how much your love means to me.｜당신의 사랑이 나에게 얼마나 큰 의미인지 알았으면 해요.,문장,상
I hope you know that you are seen valued and so deeply appreciated.｜보이고 소중히 여겨지고 정말 깊이 감사받는다는 것을 알았으면 해요.,문장,상
I hope you know that your efforts never ever go unnoticed by me.｜노력이 나에게 절대 알아채지 못하고 지나치지 않는다는 것을 알았으면 해요.,문장,상
I hope you know that your kindness really does make a difference.｜친절이 정말 차이를 만든다는 것을 알았으면 해요.,문장,상
I hope you know that your presence really does make a difference always.｜당신의 존재가 항상 정말 차이를 만든다는 것을 알았으면 해요.,문장,상
I hope you know that your presence truly matters in the world.｜당신의 존재가 세상에서 진정으로 중요하다는 것을 알았으면 해요.,문장,상
I hope you know the world is genuinely better because of you.｜당신 덕분에 세상이 진정으로 더 나아진다는 것을 알았으면 해요.,문장,상
I hope you never forget how worthy of love you truly are.｜당신이 진정으로 얼마나 사랑받을 자격이 있는지 절대 잊지 않기를 바라요.,문장,상
I hope you remember how far you have already come today.｜오늘 이미 얼마나 왔는지 기억하기를 바라요.,문장,상
I hope you take time today to appreciate how far you have come.｜오늘 얼마나 왔는지 감사하는 시간을 갖기를 바라요.,문장,상
I hope you wake up tomorrow feeling rested and full of hope.｜내일 쉬고 희망으로 가득 차게 일어나기를 바라요.,문장,상
I just need you to know how truly appreciated and valued you really are.｜얼마나 진정으로 고마워하고 소중히 여기는지 알아줬으면 해요.,문장,상
I just want you to feel as loved as you truly are today.｜오늘 진정으로 있는 것만큼 사랑받는다고 느끼기를 바라요.,문장,상
I just want you to know that you are more appreciated than you realize.｜당신이 깨닫는 것보다 더 고마워한다는 것을 그냥 알아줬으면 해요.,문장,상
I keep coming back to the same truth that connection is everything always.｜연결이 항상 모든 것이라는 같은 진실로 계속 돌아와요.,문장,상
I keep learning that letting go is just as important as holding on.｜놓아주는 것이 붙잡는 것만큼 중요하다는 것을 계속 배우고 있어요.,문장,상
I keep reminding myself that every small step still counts for something.｜모든 작은 걸음이 여전히 무언가를 위해 중요하다고 계속 상기시켜요.,문장,상
I keep telling myself that things will get better and they really are.｜상황이 나아질 것이라고 계속 스스로에게 말하고 있는데 정말 그렇게 되고 있어요.,문장,상
I know it is hard right now but your effort will pay off.｜지금 힘들다는 것을 알지만 당신의 노력이 결실을 맺을 거예요.,문장,상
I know that healing takes time and I am being patient with myself now.｜치유에 시간이 걸린다는 것을 알고 지금 자신에게 인내심을 갖고 있어요.,문장,상
I know things have been difficult lately but better days are ahead.｜최근에 힘들었다는 것을 알지만 더 좋은 날이 앞에 있어요.,문장,상
I know you are going through a lot right now so I am here.｜지금 많은 것을 겪고 있다는 것을 알아서 여기 있어요.,문장,상
I love how you always make people feel completely safe and truly valued.｜항상 사람들이 완전히 안전하고 진정으로 소중히 여겨진다고 느끼게 하는 것이 좋아요.,문장,상
I love how you always manage to find something to smile about daily.｜매일 미소 지을 것을 항상 찾는 방법을 좋아해요.,문장,상
I love that no matter how long apart we can always pick back up.｜얼마나 오랫동안 떨어져 있든 항상 다시 이어갈 수 있다는 것이 좋아요.,문장,상
I love the feeling of finishing the day knowing I did something meaningful.｜의미 있는 것을 했다는 것을 알고 하루를 마치는 느낌이 좋아요.,문장,상
I love when a conversation feels effortless and like you have known someone forever.｜대화가 힘들지 않고 누군가를 영원히 알아온 것 같을 때 좋아요.,문장,상
I missed talking to you and it feels really good to catch up now.｜당신과 이야기하는 것이 그리웠고 지금 근황을 나누는 것이 정말 기분 좋아요.,문장,상
I never expected to feel this happy and peaceful about things right now.｜지금 이것들에 대해 이렇게 행복하고 평화롭다고 느낄 줄 예상하지 못했어요.,문장,상
I never feel alone when I know that you are thinking of me.｜당신이 나를 생각하고 있다는 것을 알면 절대 외롭지 않아요.,문장,상
I never feel alone when I know you are thinking of me.｜당신이 나를 생각하고 있다는 것을 알면 절대 외롭지 않아요.,문장,상
I never realized how much a simple kind word could change someone's whole day.｜간단한 친절한 말 한마디가 누군가의 하루 전체를 바꿀 수 있다는 것을 몰랐어요.,문장,상
I never realized how much better I feel after going for a short walk.｜짧은 산책 후에 기분이 얼마나 좋아지는지 깨닫지 못했어요.,문장,상
I never regret reaching out to people and saying how much they mean.｜사람들에게 연락해서 얼마나 소중한지 말하는 것을 절대 후회하지 않아요.,문장,상
I never want to be someone who takes good people for granted ever.｜절대 좋은 사람들을 당연하게 여기는 사람이 되고 싶지 않아요.,문장,상
I never want to be too busy to notice the good things around me.｜주변의 좋은 것들을 알아채기에 너무 바빠지고 싶지 않아요.,문장,상
I never want to stop growing and becoming and learning all through my life.｜삶 전체에 걸쳐 성장하고 되어가고 배우는 것을 절대 멈추고 싶지 않아요.,문장,상
I never want to stop learning and growing and becoming better each day.｜매일 배우고 성장하고 더 나아지는 것을 절대 멈추고 싶지 않아요.,문장,상
I really enjoy the mornings when I have time before the day starts.｜하루가 시작되기 전에 시간이 있는 아침을 정말 좋아해요.,문장,상
I really want to be there for you whenever you need me.｜당신이 나를 필요로 할 때마다 곁에 있고 싶어요.,문장,상
I really want to call you but was not sure you were free.｜정말 전화하고 싶었는데 당신이 한가한지 확신이 없었어요.,문장,상
I remember the first day we met and how fast we clicked.｜처음 만났던 날과 우리가 얼마나 빨리 맞았는지 기억나요.,문장,상
I spent the whole morning cleaning and the place looks great.｜오전 내내 청소했는데 집이 정말 좋아 보여요.,문장,상
I spent the whole weekend resting and I feel so much more energetic now.｜주말 내내 쉬었는데 이제 훨씬 더 활력이 넘쳐요.,문장,상
I started walking every morning and it has made a big difference.｜매일 아침 산책을 시작했는데 정말 큰 차이를 만들었어요.,문장,상
I think if we just talk calmly we can find a good solution.｜차분하게 이야기하면 좋은 해결책을 찾을 수 있다고 생각해요.,문장,상
I think it is important to take care of yourself first.｜자신을 먼저 돌보는 것이 중요하다고 생각해요.,문장,상
I think of you often and always wish the very best for you.｜자주 당신 생각을 하며 항상 최선을 바라요.,문장,상
I truly believe that the best is still ahead for both of us.｜가장 좋은 것이 우리 둘 모두에게 아직 앞에 있다고 진정으로 믿어요.,문장,상
I truly hope that today has been a kind and gentle day for you.｜오늘이 당신에게 친절하고 부드러운 하루였기를 진심으로 바라요.,문장,상
I truly hope we never stop making time for each other like this.｜우리가 이렇게 서로를 위한 시간을 만드는 것을 절대 멈추지 않기를 바라요.,문장,상
I try not to measure my progress by comparing it to anyone else.｜다른 사람과 비교해서 발전을 측정하지 않으려고 해요.,문장,상
I try to be someone who lifts people up rather than pulling them down.｜끌어내리는 것보다 사람들을 세우는 누군가가 되려고 노력해요.,문장,상
I try to be the friend I would want to have in life.｜삶에서 갖고 싶은 친구가 되려고 노력해요.,문장,상
I try to choose connection over isolation especially on the hard days always.｜힘든 날에 특히 항상 고립보다 연결을 선택하려고 노력해요.,문장,상
I try to give people the grace I wish others would give me.｜다른 사람들이 나에게 주기를 바라는 관용을 사람들에게 주려고 노력해요.,문장,상
I try to make every person I meet feel a little better.｜만나는 모든 사람을 조금 더 기분 좋게 만들려고 노력해요.,문장,상
I try to make sure people feel seen every single day always.｜항상 매일 사람들이 보인다고 느끼도록 하려고 노력해요.,문장,상
I try to notice the good in every single day no matter what.｜무슨 일이 있어도 매일 좋은 것을 알아채려고 노력해요.,문장,상
I try to remind myself every morning that today is a new chance.｜매일 아침 오늘은 새로운 기회라고 스스로에게 상기시키려 해요.,문장,상
I try to see every hard moment as something that is shaping me.｜모든 힘든 순간을 나를 형성하는 것으로 보려고 노력해요.,문장,상
I try to see the good in people even on the hard days.｜힘든 날에도 사람들에게서 좋은 것을 보려고 노력해요.,문장,상
I try to show love through my actions not just through my words.｜말뿐만 아니라 행동으로 사랑을 보여주려고 노력해요.,문장,상
I try to show love through my choices as much as my words.｜말만큼이나 선택으로 사랑을 보여주려고 노력해요.,문장,상
I wake up every day and choose to make the most of it.｜매일 일어나서 최대한 활용하기로 선택해요.,문장,상
I want nothing more than to see you happy and thriving every single day.｜매일 당신이 행복하고 번창하는 것을 보는 것 이상을 원하지 않아요.,문장,상
I want the people in my life to feel how much they matter.｜내 삶의 사람들이 얼마나 중요한지 느끼기를 바라요.,문장,상
I want to always have time for the people who truly matter to me.｜나에게 진정으로 중요한 사람들을 위한 시간을 항상 갖고 싶어요.,문장,상
I want to be consistent not just when it is easy but always.｜쉬울 때뿐만 아니라 항상 꾸준하게 되고 싶어요.,문장,상
I want to be more present for the people who matter most to me.｜나에게 가장 중요한 사람들을 위해 더 현재에 있고 싶어요.,문장,상
I want to be present with people and not just near them.｜사람들 가까이에 있는 것이 아니라 함께 현재에 있고 싶어요.,문장,상
I want to be someone people can count on through anything always.｜항상 어떤 것을 통해서도 의지할 수 있는 누군가가 되고 싶어요.,문장,상
I want to be someone who celebrates others as often as possible.｜가능한 한 자주 다른 사람들을 축하하는 누군가가 되고 싶어요.,문장,상
I want to be someone who keeps their promises every single time.｜매번 약속을 지키는 누군가가 되고 싶어요.,문장,상
I want to be someone who leaves a positive mark on others.｜다른 사람들에게 긍정적인 흔적을 남기는 누군가가 되고 싶어요.,문장,상
I want to be someone who leaves conversations making others feel more seen.｜다른 사람들이 더 보인다는 느낌으로 대화를 끝나게 하는 사람이 되고 싶어요.,문장,상
I want to be someone who makes hard days a little more bearable.｜힘든 날을 조금 더 견딜 수 있게 하는 누군가가 되고 싶어요.,문장,상
I want to be someone who makes love feel completely safe for others.｜다른 사람들에게 사랑이 완전히 안전하게 느끼게 하는 누군가가 되고 싶어요.,문장,상
I want to be someone who makes others feel less alone in life.｜삶에서 다른 사람들이 덜 외롭다고 느끼게 하는 사람이 되고 싶어요.,문장,상
I want to be someone who people feel genuinely glad they opened up to.｜사람들이 진정으로 마음을 열어서 기쁘다고 느끼게 하는 누군가가 되고 싶어요.,문장,상
I want to be someone whose presence brings peace into every room.｜존재가 모든 방에 평화를 가져오는 누군가가 되고 싶어요.,문장,상
I want to be someone whose presence others feel even when I am silent.｜침묵할 때도 다른 사람들이 내 존재를 느끼는 누군가가 되고 싶어요.,문장,상
